UNIQUE_READS_PERCENT, POLICY, READ_WRITES, CACHE_SIZE, RAM_SIZE, HIT, MISS, RATIO,TIME ns
10.0,LRU, 2001,20,1000,193 ,807, 0.193,18.40353012084961
10.0,LFU, 2001,20,1000,188 ,812, 0.188,29.388427734375
10.0,FIFO, 2001,20,1000,193 ,807, 0.193,0.0
10.0,LRU, 2001,20,1000,183 ,817, 0.183,15.676498413085938
10.0,LFU, 2001,20,1000,201 ,799, 0.201,16.075611114501953
10.0,FIFO, 2001,20,1000,185 ,815, 0.185,15.654802322387695
10.0,LRU, 2001,20,1000,183 ,817, 0.183,15.648365020751953
10.0,LFU, 2001,20,1000,204 ,796, 0.204,15.974283218383789
10.0,FIFO, 2001,20,1000,183 ,817, 0.183,15.54560661315918
10.0,LRU, 2001,20,1000,185 ,815, 0.185,15.65408706665039
10.0,LFU, 2001,20,1000,171 ,829, 0.171,17.169713973999023
10.0,FIFO, 2001,20,1000,185 ,815, 0.185,30.194759368896484
10.0,LRU, 2001,20,1000,211 ,789, 0.211,15.628814697265625
10.0,LFU, 2001,20,1000,174 ,826, 0.174,15.614986419677734
10.0,FIFO, 2001,20,1000,213 ,787, 0.213,15.660285949707031
10.0,LRU, 2001,20,1000,210 ,790, 0.21,23.15998077392578
10.0,LFU, 2001,20,1000,199 ,801, 0.199,8.517742156982422
10.0,FIFO, 2001,20,1000,208 ,792, 0.208,15.651702880859375
10.0,LRU, 2001,20,1000,216 ,784, 0.216,15.616655349731445
10.0,LFU, 2001,20,1000,190 ,810, 0.19,31.284332275390625
10.0,FIFO, 2001,20,1000,216 ,784, 0.216,15.601634979248047
10.0,LRU, 2001,20,1000,188 ,812, 0.188,16.11018180847168
10.0,LFU, 2001,20,1000,199 ,801, 0.199,15.67697525024414
10.0,FIFO, 2001,20,1000,187 ,813, 0.187,15.625
10.0,LRU, 2001,20,1000,217 ,783, 0.217,15.599966049194336
10.0,LFU, 2001,20,1000,194 ,806, 0.194,15.653371810913086
10.0,FIFO, 2001,20,1000,217 ,783, 0.217,19.160032272338867
10.0,LRU, 2001,20,1000,203 ,797, 0.203,12.529373168945312
10.0,LFU, 2001,20,1000,187 ,813, 0.187,15.678644180297852
10.0,FIFO, 2001,20,1000,203 ,797, 0.203,15.592336654663086
10.0,LRU, 2001,20,1000,206 ,794, 0.206,17.67563819885254
10.0,LFU, 2001,20,1000,188 ,812, 0.188,24.038314819335938
10.0,FIFO, 2001,20,1000,206 ,794, 0.206,13.384580612182617
10.0,LRU, 2001,20,1000,187 ,813, 0.187,5.523443222045898
10.0,LFU, 2001,20,1000,175 ,825, 0.175,15.659570693969727
10.0,FIFO, 2001,20,1000,187 ,813, 0.187,15.623092651367188
10.0,LRU, 2001,20,1000,210 ,790, 0.21,15.64645767211914
10.0,LFU, 2001,20,1000,214 ,786, 0.214,15.607357025146484
10.0,FIFO, 2001,20,1000,210 ,790, 0.21,0.0
10.0,LRU, 2001,20,1000,190 ,810, 0.19,16.66116714477539
10.0,LFU, 2001,20,1000,183 ,817, 0.183,30.689477920532227
10.0,FIFO, 2001,20,1000,190 ,810, 0.19,15.624761581420898
10.0,LRU, 2001,20,1000,188 ,812, 0.188,15.625476837158203
10.0,LFU, 2001,20,1000,206 ,794, 0.206,15.599727630615234
10.0,FIFO, 2001,20,1000,188 ,812, 0.188,22.696256637573242
10.0,LRU, 2001,20,1000,197 ,803, 0.197,9.046554565429688
10.0,LFU, 2001,20,1000,186 ,814, 0.186,15.659332275390625
10.0,FIFO, 2001,20,1000,197 ,803, 0.197,15.645027160644531
10.0,LRU, 2001,20,1000,170 ,830, 0.17,15.59591293334961
10.0,LFU, 2001,20,1000,183 ,817, 0.183,15.629768371582031
10.0,FIFO, 2001,20,1000,170 ,830, 0.17,31.69727325439453
10.0,LRU, 2001,20,1000,214 ,786, 0.214,15.653371810913086
10.0,LFU, 2001,20,1000,201 ,799, 0.201,15.650033950805664
10.0,FIFO, 2001,20,1000,215 ,785, 0.215,15.625
10.0,LRU, 2001,20,1000,209 ,791, 0.209,15.599489212036133
10.0,LFU, 2001,20,1000,197 ,803, 0.197,15.653133392333984
10.0,FIFO, 2001,20,1000,209 ,791, 0.209,19.167184829711914
10.0,LRU, 2001,20,1000,179 ,821, 0.179,12.520551681518555
10.0,LFU, 2001,20,1000,199 ,801, 0.199,15.679359436035156
10.0,FIFO, 2001,20,1000,179 ,821, 0.179,15.598058700561523
10.0,LRU, 2001,20,1000,205 ,795, 0.205,15.630960464477539
10.0,LFU, 2001,20,1000,208 ,792, 0.208,15.622854232788086
